vineyard_id,name,owner,appelation,country,region
32237,Cascina Bruciata,Kerin O’Keefe,Rio Sordo Riserva,Italy,Barbaresco
32238,Cathar,Michael Schachner,Reserva,Spain,Ribera del Duero
32239,Corvallis Cellars,Paul Gregutt,Reserve,US,Willamette Valley
32240,Eagle Eye,Virginie Boone,AlphaWOLF Ranch Estate,US,Napa Valley
32241,Finca El Origen,Michael Schachner,Reserva,Argentina,Salta
32242,Foursight,Jim Gordon,Charles Vineyard,US,Anderson Valley
32243,Jean-Max Roger,Roger Voss,Le Charnay,France,Menetou-Salon
32244,Joseph Mellot,Roger Voss,Domaine des Emois,France,Sancerre
32245,Martín Berdugo,Michael Schachner,Joven,Spain,Ribera del Duero
32246,Mauro Sebaste,Kerin O’Keefe,Tresuri,Italy,Barolo
32247,6 North,Virginie Boone,Flagstone,US,Napa Valley
32248,Alta Alella,Michael Schachner,Dolç Mataró Organic Sweet,Spain,Spain
32249,Broken Earth,Matt Kettmann,Reserve,US,Paso Robles
32250,Gilles Flacher,Joe Czerwinski,Terra Louis,France,Saint-Joseph
32251,Jarvis,Virginie Boone,Will Jarvis' Science Project,US,Napa Valley
32252,Luke Donald,Virginie Boone,LDC,US,Napa Valley
32253,Lynch Wines,Jim Gordon,Lucky Cash,US,Sierra Foothills
32254,Monte Smith,Virginie Boone,Leras Vineyard,US,Russian River Valley
32255,Palencia,Sean P. Sullivan,El Viñador,US,Red Mountain
32256,Rideau,Matt Kettmann,Garey Vineyard,US,Santa Maria Valley
32257,Ron Rubin,Virginie Boone,Dutton Ranch Shop Block Cool Climat,US,Green Valley
32258,Beckmen,Matt Kettmann,Block Six Purisima Mountain Vineyar,US,Ballard Canyon
32259,Blair,Matt Kettmann,Delfina's Vineyard,US,Arroyo Seco
32260,Carpineto,Kerin O’Keefe,Farnito Camponibbio,Italy,Toscana
32261,Castello d'Albola,Kerin O’Keefe,Acciaiolo,Italy,Toscana
32262,Concannon,Jim Gordon,Reserve,US,Livermore Valley
32263,Domaine Baron de l'Ecluse,Roger Voss,Vieilles Vignes,France,Côte de Brouilly
32264,Domaine du Vissoux,Roger Voss,Poncié,France,Fleurie
32265,Dusted Valley,Sean P. Sullivan,Stained Tooth,US,Columbia Valley (WA)
32266,Groth,Virginie Boone,Hillview Vineyard,US,Napa Valley
32267,J. Lohr,Matt Kettmann,Estates South Ridge,US,Paso Robles
32268,Domaine Dupré,Roger Voss,Vieilles Vignes de 1935,France,Morgon
32269,Fillaboa,Michael Schachner,Finca Monte Alto,Spain,Rías Baixas
32270,Collet,Roger Voss,Millésime Brut,France,Champagne
32271,Comtes de Dampierre,Roger Voss,Cuvée General Patton Grand Cru Blan,France,Champagne
32272,River's Edge,Paul Gregutt,Black Oak Vineyard,US,Elkton Oregon
32273,Spell,Jim Gordon,Weir Vineyard,US,Yorkville Highlands
32274,Henriet-Bazin,Roger Voss,Blanc de Noirs Grand Cru Brut,France,Champagne
32275,King Estate,Paul Gregutt,Backbone,US,Oregon
32276,ZD,Virginie Boone,45th Anniversary,US,Carneros
32277,Baker & Brain,Matt Kettmann,Le Mistral Vineyard,US,Monterey County
32278,Barbieri,Matt Kettmann,Colson Canyon Vineyard,US,Santa Barbara County
32279,Bargetto,Matt Kettmann,Pommard Clone,US,Santa Cruz Mountains
32280,Bisol,Kerin O’Keefe,Eliseo Bisol Cuvée del Fondatore Ta,Italy,Veneto
32281,Boeckel,Anne Krebiehl MW,Blanc de Blancs,France,Crémant d'Alsace
32282,Fowles Wine,Joe Czerwinski,490 Metres,Australia,Central Victoria
32283,Gary Farrell,Virginie Boone,Rosé of,US,Russian River Valley
32284,Georges Duboeuf,Roger Voss,Domaine de Javernière,France,Morgon
32285,Georges Duboeuf,Roger Voss,Domaine du Pourpre,France,Moulin-à-Vent
32286,Giant Steps,Joe Czerwinski,Sexton Vineyard,Australia,Yarra Valley
32287,Kagan,Matt Kettmann,White Hawk Vineyard,US,Santa Barbara County
32288,Lachini,Paul Gregutt,Lachini Family Estate,US,Chehalem Mountains
32289,Lafond,Matt Kettmann,SRH,US,Sta. Rita Hills
32290,Laurent Gauthier,Roger Voss,Chatenay Vieilles Vignes,France,Chiroubles
32291,Left Bend,Matt Kettmann,Camel Hill Vineyard,US,Santa Cruz Mountains
32292,Maisonry,Virginie Boone,Scopus Vineyard,US,Sonoma Mountain
32293,Marchiori,Kerin O’Keefe,Fondamentale Zulle,Italy,Colli Trevigiani
32294,Nicholson Ranch,Virginie Boone,Cactus Hill,US,Sonoma Coast
32295,Raphael,Anna Lee C. Iijima,Reserve,US,North Fork of Long I
32296,Iron Horse,Virginie Boone,North Block,US,Green Valley
32297,J. Bookwalter,Sean P. Sullivan,Volume Three,US,Columbia Valley (WA)
32298,Kontos,Sean P. Sullivan,Les Collines Vineyard,US,Walla Walla Valley (
32299,Le Vigne,Matt Kettmann,Di Domenico,US,Paso Robles
32300,Saracina,Jim Gordon,Unoaked,US,Mendocino County
32301,St. Pauls,Kerin O’Keefe,Passion,Italy,Alto Adige
32302,Stolo,Matt Kettmann,Estate Rosé of,US,San Luis Obispo Coun
32303,Trinchero,Virginie Boone,Forte Estate Grown,US,Napa Valley
32304,Turnbull,Virginie Boone,Estate Grown,US,Oakville
32305,Umani Ronchi,Kerin O’Keefe,Casal di Serra,Italy,Verdicchio dei Caste
32306,V. Sattui,Virginie Boone,Ramazzotti,US,Dry Creek Valley
32307,Vigne Marina Coppi,Kerin O’Keefe,Fausto,Italy,Colli Tortonesi
32308,Villa Russiz,Kerin O’Keefe,De La Tour,Italy,Collio
32309,Wellington,Virginie Boone,Estate Vineyard,US,Sonoma County
32310,Vistalba,Michael Schachner,Corte A,Argentina,Mendoza
32311,Comartin,Matt Kettmann,Tierra Alta Vineyard,US,Ballard Canyon
32312,Fiddlehead,Matt Kettmann,Seven Twenty Eight Fiddlestix,US,Sta. Rita Hills
32313,Finca Decero,Michael Schachner,Amano,Argentina,Agrelo
32314,Baxter,Jim Gordon,Oppenlander Vineyard,US,Mendocino
32315,Arbor Brook,Paul Gregutt,Estate 777 Block,US,Chehalem Mountains
32316,Argiano,Kerin O’Keefe,Suolo,Italy,Toscana
32317,Belasco de Baquedano,Michael Schachner,Llama Old Vine Estate Bottled,Argentina,Luján de Cuyo
32318,Salcheto,Kerin O’Keefe,Obvius,Italy,Rosso di Montepulcia
32319,J. Christopher,Paul Gregutt,Sandra Adele Unfiltered,US,Dundee Hills
32320,La Carraia,Kerin O’Keefe,Tizzonero,Italy,Umbria
32321,Launa,Michael Schachner,Selección Familiar Crianza,Spain,Rioja
32322,Michel Torino,Michael Schachner,Colección,Argentina,Calchaquí Valley
32323,Antonelli,Kerin O’Keefe,Contrario,Italy,Umbria
32324,Barberani,Kerin O’Keefe,Luigi e Giovanni,Italy,Orvieto Classico Sup
32325,Boroli,Kerin O’Keefe,Villero,Italy,Barolo
32326,Château de Jurque,Roger Voss,Tendresse,France,Jurançon
32327,Château Gardut Haut Cluzeau,Roger Voss,Cuvée Prestige,France,Blaye Côtes de Borde
32328,Château Léognan,Roger Voss,La Chapelle Léognan,France,Pessac-Léognan
32329,Château Tour des Gendres,Roger Voss,Tour des Gendres,France,Bergerac
32330,Château Turcaud,Roger Voss,Cuvée Majeure,France,Bordeaux Blanc
32331,Clos Venturi,Roger Voss,1769,France,Vin de France
32332,Domaine de l'Idylle,Roger Voss,Arbin Le Coteau d'Albert,France,Savoie
32333,Lovingston,Carrie Dykes,Gilbert's Vineyard,US,Monticello
32334,Ded.Reckoning,Sean P. Sullivan,No. 13 Ramseyer Vineyard,US,Yakima Valley
32335,D'Arenberg,Joe Czerwinski,The Olive Grove,Australia,McLaren Vale-Adelaid
32336,D'Arenberg,Joe Czerwinski,The Stump Jump,Australia,Adelaide Hills
32337,Bell,Jim Gordon,Canterbury Vineyard,US,Sierra Foothills
32338,Criterion,Joe Czerwinski,Reserve,Australia,Coonawarra
32339,MacMurray Estate Vineyards,Virginie Boone,Reserve,US,Russian River Valley
32340,Navarro,Jim Gordon,Estate Bottled,US,Anderson Valley
32341,Nino Negri,Kerin O’Keefe,Vigneto Fracia,Italy,Valtellina Superiore
32342,Patland,Virginie Boone,D'Oro Stagecoach Vineyard,US,Napa Valley
32343,Riglos,Michael Schachner,Quinto,Argentina,Tupungato
32344,Trapiche,Michael Schachner,Perfiles Textura Fina,Argentina,Mendoza
32345,WillaKenzie Estate,Paul Gregutt,Gisèle,US,Willamette Valley
32346,Yohan Lardy,Roger Voss,Les Deschamps,France,Chénas
32347,Argyle,Paul Gregutt,Nuthouse,US,Eola-Amity Hills
32348,Arpepe,Kerin O’Keefe,Inferno Fiamme Antiche Riserva,Italy,Valtellina Superiore
32349,Bridlewood,Matt Kettmann,Reserve,US,Sta. Rita Hills
32350,Wildberry Estate,Joe Czerwinski,Two Passions,Australia,Margaret River
32351,Caven,Kerin O’Keefe,Messere,Italy,Sforzato di Valtelli
32352,Louis Latour,Paul Gregutt,Charmes Premier Cru,France,Meursault
32353,I Capitani,Kerin O’Keefe,Jumara,Italy,Irpinia
32354,Jean-Marie Challand,Roger Voss,Domaine des Chanzelles,France,Viré-Clessé
32355,Maior de Mendoza,Michael Schachner,3 Crianzas,Spain,Rías Baixas
32356,Nativ,Kerin O’Keefe,Eremo San Quirico,Italy,Irpinia
32357,Pago de Valdetruchas,Michael Schachner,La Muria,Spain,Bierzo
32358,Cantine di Marzo,Kerin O’Keefe,Cantine Storiche,Italy,Irpinia
32359,Cinnabar,Matt Kettmann,Central Avenue Vineyard,US,Monterey
32360,Clayhouse,Matt Kettmann,Red Cedar Vineyard,US,Paso Robles
32361,Domaine Roger Belland,Roger Voss,Les Charmes,France,Santenay
32362,Jean-Luc Colombo,Joe Czerwinski,Amour de Dieu,France,Condrieu
32363,Eight Bells,Paul Gregutt,Red Willow Vineyard,US,Yakima Valley
32364,Felix Solis,Michael Schachner,Ayrum,Spain,Valdepeñas
32365,Gloria Ferrer,Virginie Boone,Estate Grown and Bottled,US,Carneros
32366,Airfield Estates,Paul Gregutt,Unoaked,US,Yakima Valley
32367,Heron Hill,Anna Lee C. Iijima,Reserve Morris Vineyard,US,Finger Lakes
32368,Librandi,Kerin O’Keefe,Rosato,Italy,Cirò
32369,Glen Fiona,Paul Gregutt,Basket Press Reserve,US,Columbia Valley (WA)
32370,Hardys,Joe Czerwinski,Sparkling,Australia,South Australia
32371,Lornano,Kerin O’Keefe,Gran Selezione,Italy,Chianti Classico
32372,Valdipiatta,Kerin O’Keefe,Vigna d'Alfiero Riserva,Italy,Vino Nobile di Monte
32373,WillowBrook Cellars,Virginie Boone,Estate Grown,US,Russian River Valley
32374,Yorkville Cellars,Jim Gordon,Rennie Vineyard Organic Grapes,US,Yorkville Highlands
32375,Marimar Estate,Virginie Boone,Cristina Don Miguel Vineyard,US,Russian River Valley
32376,Matrix,Virginie Boone,Reserve,US,Russian River Valley
32377,Morisfarms,Kerin O’Keefe,Riserva,Italy,Morellino di Scansan
32378,Patland,Virginie Boone,Stagecoach Vineyard,US,Atlas Peak
32379,Pondera,Sean P. Sullivan,Stillwater Creek,US,Columbia Valley (WA)
32380,Ram's Gate,Virginie Boone,Ulises Valdez Diablo Vineyard,US,Russian River Valley
32381,Roadhouse Winery,Virginie Boone,Pink Label Martini Clone,US,Russian River Valley
32382,Sleight of Hand,Sean P. Sullivan,The Enchantress Chardonnay French C,US,Yakima Valley
32383,Domaines Ott,Roger Voss,Château Romassan,France,Bandol
32384,Wakefield,Joe Czerwinski,St. Andrews,Australia,Clare Valley
32385,Pauletts,Joe Czerwinski,Polish Hill River,Australia,Clare Valley
32386,Domaine Gresser,Anne Krebiehl MW,Kastelberg Grand Cru,France,Alsace
32387,Domaine Rieflé-Landmann,Anne Krebiehl MW,Steinert Grand Cru,France,Alsace
32388,Domaine Schoffit,Anne Krebiehl MW,Clos Saint-Théobald Rangen Grand Cr,France,Alsace
32389,Domaine Serene,Paul Gregutt,Clos du Soleil Vineyard,US,Dundee Hills
32390,Expression 44°,Paul Gregutt,Roserock Vineyard,US,Eola-Amity Hills
32391,FEL,Jim Gordon,Ferrington Vineyard,US,Anderson Valley
32392,Peique,Michael Schachner,Luis Peique,Spain,Bierzo
32393,Yalumba,Joe Czerwinski,The Virgilius,Australia,Eden Valley
32394,Jada Vineyard & Winery,Matt Kettmann,Passing By,US,Paso Robles Willow C
32395,Scott Paul,Paul Gregutt,Audrey,US,Dundee Hills
32396,Shea,Paul Gregutt,Block 23,US,Willamette Valley
32397,Testarossa,Matt Kettmann,Doctor's Vineyard,US,Santa Lucia Highland
32398,Estefania,Michael Schachner,Tilenus Pagos de Posada,Spain,Bierzo
32399,Ayoub,Paul Gregutt,Overlook Vineyard,US,Dundee Hills
32400,B Cellars,Virginie Boone,Blend 25,US,Napa Valley
32401,Cristom,Paul Gregutt,Marjorie Vineyard,US,Eola-Amity Hills
32402,Radikon,Kerin O’Keefe,Jakot,Italy,Venezia Giulia
32403,Henri Schoenheitz,Roger Voss,Val Saint Grégoire,France,Alsace
32404,Lamoreaux Landing,Anna Lee C. Iijima,Red Oak Vineyard,US,Finger Lakes
32405,Les Quatre Tours,Roger Voss,Classique,France,Coteaux d'Aix-en-Pro
32406,Simi,Virginie Boone,Dry,US,Sonoma County
32407,Bellwether,Anna Lee C. Iijima,Sawmill Creek Vineyard,US,Finger Lakes
32408,Casa D'Ambra,Kerin O’Keefe,Biancolella,Italy,Ischia
32409,Cellers Unió,Michael Schachner,Señorio de Convey,Spain,Priorat
32410,Château de l'Escarelle,Roger Voss,iPink,France,Coteaux Varois en Pr
32411,Príncipe de Viana,Michael Schachner,Roble,Spain,Navarra
32412,Heron Hill,Anna Lee C. Iijima,Ingle Vineyard,US,Finger Lakes
32413,Jean-Luc and Paul Aegerter,Roger Voss,Les Jolies Filles,France,Côtes de Provence
32414,Zinke,Matt Kettmann,Thompson Vineyard,US,Santa Barbara County
32415,City Winery of New York,Virginie Boone,Scopus Vineyard Reserve,US,Sonoma County
32416,Domaine Gérard Duplessis,Roger Voss,Fourchaume Premier Cru,France,Chablis
32417,Ebony,Paul Gregutt,The Hive,US,Willamette Valley
32418,Cascina Cà Rossa,Kerin O’Keefe,Mompissano Riserva,Italy,Roero
32419,18401 Cellars,Sean P. Sullivan,Proprietary,US,Walla Walla Valley (
32420,Antiquum Farm,Paul Gregutt,Daisy,US,Willamette Valley
32421,Genereaj,Kerin O’Keefe,Bric Aut,Italy,Roero
32422,Davies,Virginie Boone,Winfield Vineyard,US,Calistoga
32423,Elvio Cogno,Kerin O’Keefe,Vigna Elena Riserva,Italy,Barolo
32424,Antiquum Farm,Paul Gregutt,Luxuria,US,Willamette Valley
32425,Bethel Heights,Paul Gregutt,Casteel,US,Eola-Amity Hills
32426,Brecon Estate,Matt Kettmann,Forty Two,US,Paso Robles
32427,Château de Gayon,Roger Voss,Gouttes de Soleil,France,Pacherenc du Vic Bil
32428,Luigi Baudana,Kerin O’Keefe,del Comune di Serralunga d'Alba,Italy,Barolo
32429,Abbona Marziano,Kerin O’Keefe,Ravera,Italy,Barolo
32430,Michele Chiarlo,Kerin O’Keefe,Cannubi,Italy,Barolo
32431,Paolo Scavino,Kerin O’Keefe,Bricco Ambrogio,Italy,Barolo
32432,Pierre Gimonnet et Fils,Roger Voss,Extra Brut Oenophile Blanc de Blanc,France,Champagne
32433,Ponzi,Paul Gregutt,Reserve,US,Willamette Valley
32434,Red Car,Virginie Boone,Estate Vineyard,US,Fort Ross-Seaview
32435,Red Car,Virginie Boone,Heaven & Earth,US,Sonoma Coast
32436,Salentein,Michael Schachner,Single Vineyard Plot No 21,Argentina,Mendoza
32437,Domaine Saint Antonin,Lauren Buzzeo,Les Jardins,France,Faugères
32438,François Lurton,Michael Schachner,Gran Lurton,Argentina,Mendoza
32439,Wrath,Matt Kettmann,Ex Anima,US,Monterey
32440,Giuseppe Campagnola,Kerin O’Keefe,Caterina Zardini Riserva,Italy,Amarone della Valpol
32441,Monterebro,Michael Schachner,Selección,Spain,Jumilla
32442,Cliffhanger,Kerin O’Keefe,Estate Grown Proprietary Red Blend,Italy,Vigneti delle Dolomi
32443,Coto de Hayas,Michael Schachner,Crianza,Spain,Campo de Borja
32444,André Brunel,Joe Czerwinski,Les Cailloux,France,Châteauneuf-du-Pape
32445,Cecilia Beretta,Kerin O’Keefe,Terre di Cariano Riserva,Italy,Amarone della Valpol
32446,Château des Landes,Roger Voss,Cuvée Tradition,France,Lussac Saint-Émilion
32447,Chehalem,Paul Gregutt,Three Vineyard,US,Willamette Valley
32448,Criss Cross,Jim Gordon,Old Vine,US,Lodi
32449,Cantina della Volta,Kerin O’Keefe,Metodo Classico Brut,Italy,Lambrusco di Modena
32450,Camille Giroud,Roger Voss,Chambertin,France,Chambertin
32451,Maison Bleue,Paul Gregutt,Upland Vineyard Gravière G.S.M.,US,Snipes Mountain
32452,Rasa,Paul Gregutt,Principia Reserve,US,Walla Walla Valley (
32453,Domaine de la Pousse d'Or,Roger Voss,Corton Bressandes,France,Corton-Bressandes
32454,Domaine Jacques Prieur,Roger Voss,Corton Bressandes,France,Corton-Bressandes
32455,Gramercy,Paul Gregutt,The Third Man Red,US,Columbia Valley (WA)
32456,VML,Virginie Boone,Ivywood,US,Russian River Valley
32457,Wilridge,Sean P. Sullivan,Rachel,US,Washington
32458,Sarah's Vineyard,Matt Kettmann,Côte de Madone Blanc,US,Santa Clara Valley
32459,Tsillan,Sean P. Sullivan,Estate,US,Lake Chelan
32460,Delgado Zuleta,Michael Schachner,Premium Moscatel,Spain,Jerez
32461,Les Vignerons Réunis de Monségur,Roger Voss,La Tour du Gouverneur,France,Bordeaux
32462,Les Vignerons Réunis de Monségur,Roger Voss,Luna B,France,Bordeaux
32463,Murphy-Goode,Virginie Boone,Minnesota Cuvée,US,Alexander Valley
32464,Northwest Cellars,Sean P. Sullivan,Intrigue,US,Columbia Valley (WA)
32465,Alfredo Roca,Michael Schachner,Roca,Argentina,Mendoza
32466,Bellangelo,Anna Lee C. Iijima,Unoaked,US,Seneca Lake
32467,Billsboro,Anna Lee C. Iijima,Atwater Vineyards,US,Finger Lakes
32468,Columbia Crest,Paul Gregutt,Two Vines,US,Washington
32469,Domaine Luquet,Roger Voss,Clos de Condemine,France,Mâcon-Villages
32470,Albert Bichot,Roger Voss,Secret de Famille,France,Bourgogne
32471,Gérard Bertrand,Lauren Buzzeo,Syrah/Carignan,France,Minervois
32472,Bethel Heights,Paul Gregutt,Flat Block Estate,US,Eola-Amity Hills
32473,Left Coast Cellars,Paul Gregutt,Left Bank,US,Willamette Valley
32474,Alta Vista,Michael Schachner,Atemporal,Argentina,Mendoza
32475,Bodega Catena Zapata,Michael Schachner,Catena,Argentina,Mendoza
32476,Bodegas Núñez,Michael Schachner,Andión,Spain,Rías Baixas
32477,Carlton Cellars,Paul Gregutt,Estate,US,Willamette Valley
32478,Cecchi,Kerin O’Keefe,Bonizio,Italy,Toscana
32479,Château Saint-Didier-Parnac,Roger Voss,Tradition,France,Cahors
32480,Domaine Rotier,Roger Voss,Esquisse,France,Gaillac
32481,Domaine Seailles,Roger Voss,Presto,France,Côtes de Gascogne
32482,Domaine Uby,Roger Voss,No. 3 Colombard-Ugni Blanc,France,Côtes de Gascogne
32483,Barcino,Michael Schachner,Brut,Spain,Cava
32484,Bodegas Navarro López,Michael Schachner,Pergolas Old Vines Crianza,Spain,Valdepeñas
32485,Château Fantou,Roger Voss,L'Enclos des Graves,France,Cahors
32486,Château Flotis,Roger Voss,L de Flotis,France,Fronton
32487,Clos Pegase,Virginie Boone,Mitsuko's Vineyard,US,Carneros
32488,Domaine du Tariquet,Roger Voss,Classic,France,Côtes de Gascogne
32489,Domaine Uby,Roger Voss,Les Tortues,France,Côtes de Gascogne
32490,Domaine Uby,Roger Voss,No. 8 Merlot-Syrah,France,Côtes de Gascogne
32491,Frey,Jim Gordon,Organic,US,Redwood Valley
32492,Gresser,Paul Gregutt,Vineyard Select,US,Chehalem Mountains
32493,Bodegas Ontañón,Michael Schachner,Vetiver Tempranillo,Spain,Rioja
32494,Castellucci Miano,Kerin O’Keefe,Shiarà,Italy,Sicilia
32495,Charles Sparr,Anne Krebiehl MW,Tradition,France,Alsace
32496,Château Les Hauts de Palette,Roger Voss,Château du Barail,France,Bordeaux Rosé
32497,Di Meo,Kerin O’Keefe,F,Italy,Fiano di Avellino
32498,MacPhail,Virginie Boone,Dutton Ranch,US,Green Valley
32499,MacPhail,Virginie Boone,Sangiacomo Vineyard,US,Sonoma Coast
32500,Marqués de la Concordia,Michael Schachner,Viña Alarde Crianza,Spain,Rioja
32501,McCay Cellars,Jim Gordon,Bechthold Vineyard,US,Lodi
32502,One Leaf,Virginie Boone,Reserve,US,Napa Valley
32503,Osoti,Michael Schachner,Joven Made with Organically Grown G,Spain,Rioja
32504,Peachy Canyon,Matt Kettmann,Bailey,US,Adelaida District
32505,Tenuta delle Terre Nere,Kerin O’Keefe,Santo Spirito Bianco,Italy,Etna
32506,Tenuta di Fessina,Kerin O’Keefe,Laeneo,Italy,Sicilia
32507,Terrazze dell'Etna,Kerin O’Keefe,Carusu,Italy,Etna
32508,Kuentz-Bas,Anne Krebiehl MW,Tradition,France,Alsace
32509,La Cave des Vignerons de Pfaffenheim,Anne Krebiehl MW,Black Tie,France,Alsace
32510,Domaine Ostertag,Anne Krebiehl MW,Barriques,France,Alsace
32511,Fields Family,Jim Gordon,Postage Stamp Vineyard,US,Lodi
32512,Ken Wright,Paul Gregutt,Freedom Hill Vineyard,US,Willamette Valley
32513,Mollie,Matt Kettmann,La Encantada Vineyard,US,Sta. Rita Hills
32514,Talley,Matt Kettmann,Monte Sereno,US,Arroyo Grande Valley
32515,Talley,Matt Kettmann,Oliver's Vineyard,US,Edna Valley
32516,Vall Llach,Michael Schachner,Idus,Spain,Priorat
32517,Benovia,Virginie Boone,La Pommeraie,US,Russian River Valley
32518,Charles Sparr,Anne Krebiehl MW,Brand Grand Cru,France,Alsace
32519,Château Margaux,Roger Voss,Pavillon Rouge du Château Margaux,France,Margaux
32520,Domaine Bott-Geyl,Anne Krebiehl MW,Furstentum Grand Cru,France,Alsace
32521,Domaine Marcel Deiss,Anne Krebiehl MW,Langenberg,France,Alsace
32522,Donum,Virginie Boone,Year of the Horse West Slope Single,US,Carneros
32523,Holdredge,Virginie Boone,The True,US,Sonoma Coast
32524,Hugel,Anne Krebiehl MW,Grossi Laüe Limited Edition,France,Alsace
32525,Arista,Virginie Boone,Harper's Rest Estate Grown,US,Russian River Valley
32526,Jean-Baptiste Adam,Anne Krebiehl MW,Schlossberg Grand Cru,France,Alsace
32527,Ken Wright,Paul Gregutt,Bonnie Jean Vineyard,US,Willamette Valley
32528,Loring Wine Company,Matt Kettmann,Rosella's Vineyard,US,Santa Lucia Highland
32529,Louis Sipp,Anne Krebiehl MW,Osterberg Grand Cru,France,Alsace
32530,Merry Edwards,Virginie Boone,Cuvée August,US,Russian River Valley
32531,Ponzi,Paul Gregutt,Avellana,US,Willamette Valley
32532,Charles Sparr,Anne Krebiehl MW,Schoenenbourg Grand Cru,France,Alsace
32533,Château Lafite Rothschild,Roger Voss,Carruades de Lafite,France,Pauillac
32534,Domaine Barmès-Buecher,Anne Krebiehl MW,Steingrubler Grand Cru,France,Alsace
32535,Domaine Bott-Geyl,Anne Krebiehl MW,Sonnenglanz Grand Cru,France,Alsace
32536,Domaine Bott-Geyl,Anne Krebiehl MW,Schlossberg Grand Cru,France,Alsace
32537,Domaine Roland Schmitt,Anne Krebiehl MW,Altenberg de Bergbieten Grand Cru,France,Alsace
32538,Minassian-Young,Matt Kettmann,Old Oak,US,Paso Robles
32539,Pierre Sparr,Anne Krebiehl MW,Mambourg Grand Cru,France,Alsace
32540,Primosic,Kerin O’Keefe,Gmajne,Italy,Collio
32541,Tenuta Peter Sölva & Söhne,Kerin O’Keefe,De Silva,Italy,Alto Adige
32542,Vignoble des 2 Lunes,Anne Krebiehl MW,Hatschbourg Grand Cru,France,Alsace
32543,Vina Robles,Matt Kettmann,Estate,US,Paso Robles
32544,Workman Ayer,Matt Kettmann,De Facto,US,Central Coast
32545,Fantinel,Kerin O’Keefe,Tenuta Sant'Elena,Italy,Collio
32546,Fullerton,Paul Gregutt,Momtazi Vineyard,US,McMinnville
32547,Girlan,Kerin O’Keefe,Flora,Italy,Alto Adige
32548,Barber,Virginie Boone,Mr. Beast Topolos Vineyard,US,Sonoma Mountain
32549,Cruz Alta,Michael Schachner,Grand Reserve,Argentina,Mendoza
32550,Finca Perdriel,Michael Schachner,Colección,Argentina,Mendoza
32551,Klipfel,Anne Krebiehl MW,Kastelberg Grand Cru,France,Alsace
32552,Vista Hills,Paul Gregutt,Treehouse,US,Willamette Valley
32553,Jean-Luc Baldès,Roger Voss,Clos Triguedina Baldès,France,Cahors
32554,Lange,Paul Gregutt,Lange Estate Vineyard,US,Dundee Hills
32555,Nottingham Cellars,Virginie Boone,Del Arroyo Vineyard,US,Livermore Valley
32556,Michael David,Virginie Boone,Gluttony Old Vine Zinfandel,US,Amador County
32557,Michael David,Virginie Boone,Rapture,US,Lodi
32558,Pulenta Estate,Michael Schachner,La Flor,Argentina,Mendoza
32559,Bodega NQN,Michael Schachner,Picada 15,Argentina,Patagonia
32560,Bressia,Michael Schachner,Monteagrelo,Argentina,Mendoza
32561,Bressia,Michael Schachner,Lágrima Canela,Argentina,Mendoza
32562,Domaine de la Sanglière,Roger Voss,Signature,France,Côtes de Provence
32563,Michael David,Virginie Boone,Lust,US,Lodi
32564,Zinfandelic,Virginie Boone,Old Vine,US,Amador County
32565,Tabarrini,Kerin O’Keefe,Colle alle Macchie,Italy,Sagrantino di Montef
32566,I Giusti e Zanza,Kerin O’Keefe,Belcore,Italy,Toscana
32567,Michel Torino,Michael Schachner,Don David Finca La Primavera #3,Argentina,Cafayate
32568,Cantina Tollo,Kerin O’Keefe,Riserva Aldiano,Italy,Montepulciano d'Abru
32569,Zuccardi,Michael Schachner,Q,Argentina,Mendoza
32570,Erath,Paul Gregutt,Estate Selection,US,Willamette Valley
32571,Willamette Valley Vineyards,Paul Gregutt,Hannah,US,Willamette Valley
32572,Acorn,Virginie Boone,Alegría Vineyards Medley,US,Russian River Valley
32573,Albert Bichot,Roger Voss,Domaine Long-Depaquit Vaillons Prem,France,Chablis
32574,Bodega Catena Zapata,Michael Schachner,Nicasia,Argentina,La Consulta
32575,Sante Arcangeli,Matt Kettmann,Split Rail Vineyard,US,Santa Cruz Mountains
32576,The Four Graces,Paul Gregutt,Black Family Estate,US,Dundee Hills
32577,Trisaetum,Paul Gregutt,Coast Range Estate Dry,US,Willamette Valley
32578,DeTierra Vineyards,Matt Kettmann,Mesa del Sol Vineyard,US,Arroyo Seco
32579,Domaine Sophie Cinier,Roger Voss,Classic,France,Pouilly-Fuissé
32580,Don Manuel Villafañe,Michael Schachner,Gran Reserva,Argentina,Mendoza
32581,Finca El Origen,Michael Schachner,Gran Reserva,Argentina,Uco Valley
32582,W.T. Vintners,Sean P. Sullivan,Dalliance Stoney Vine Vineyard,US,Walla Walla Valley (
32583,William Fèvre,Roger Voss,Montmains Premier Cru,France,Chablis
32584,Kokomo,Virginie Boone,Rockpile,US,Dry Creek Valley
32585,Las Positas,Jim Gordon,Estate Coccineous,US,Livermore Valley
32586,Maal,Michael Schachner,Bestial,Argentina,Mendoza
32587,Owen Roe,Paul Gregutt,Crawford-Beck Vineyard,US,Eola-Amity Hills
32588,Mar de Frades,Michael Schachner,Val do Salnés,Spain,Rías Baixas
32589,Mirabelle,Jim Gordon,Brut,US,California
32590,Montenisa,Kerin O’Keefe,Conte Aimo,Italy,Franciacorta
32591,Pagos Familia Langa,Michael Schachner,Real de Aragón Centenaria,Spain,Calatayud
