vineyard_id,name,appelation,country,region
33303,Storm,Duvarita Vineyard,US,Santa Barbara County
33304,Trisaetum,Coast Range Estate,US,Willamette Valley
33305,Vigne Surrau,Branu,Italy,Vermentino di Gallur
33306,Vins des Personnets,Vieilles Vignes,France,Pouilly-Fuissé
33307,Foris,Cedar Ranch,US,Southern Oregon
33308,Foris,Dry,US,Southern Oregon
33309,Les Héritiers du Comte Lafon,Clos de la Crochette,France,Mâcon-Chardonnay
33310,Mendoza Vineyards,Gran Reserva by Richard Bonvin,Argentina,Mendoza
33311,Negro Giuseppe,Gallina,Italy,Barbaresco
33312,Paitin,Serra,Italy,Barbaresco
33313,Paitin,Sorì Paitin,Italy,Barbaresco
33314,Pala,Entemari,Italy,Isola dei Nuraghi
33315,Portalupi,Dolinsek Ranch Old Vine,US,Russian River Valley
33316,Siete Fincas,Secreto Reserva,Argentina,Mendoza
33317,Sottano,Reserva de Familia,Argentina,Mendoza
33318,Stag's Leap Wine Cellars,Artemis,US,Napa Valley
33319,Clos Troteligotte,CQFD,France,Cahors
33320,Andrew Hardy,Ox,Australia,McLaren Vale
33321,Cyan,Prestigio,Spain,Toro
33323,Lagarde,Henry Lagarde Single Vineyard,Argentina,Mendoza
33324,Oliverhill,Jimmy Section,Australia,McLaren Vale
33325,Riglos,Gran,Argentina,Mendoza
33326,Septima,Gran Reserva,Argentina,Mendoza
33327,Kilikanoon,Oracle,Australia,Clare Valley
33328,Brokenwood,Graveyard Vineyard,Australia,Hunter Valley
33329,Di Arie,Interlude,US,Sierra Foothills
33330,Dry Creek Vineyard,Dry,US,Clarksburg
33331,Finca Casa Lo Alto,Crianza,Spain,Utiel-Requena
33332,Georges Duboeuf,Clos Reyssie,France,Pouilly-Fuissé
33333,Airfield Estates,Mustang,US,Yakima Valley
33334,McGregor,Reserve,US,Finger Lakes
33335,Dr. Konstantin Frank,Semi-Dry,US,Finger Lakes
33336,Gilbert Cellars,Doc Stewart Vineyard,US,Wahluke Slope
33337,M. Chapoutier,Belleruche,France,Côtes du Rhône
33338,Dominio de Eguren,Protocolo,Spain,Tierra de Castilla
33339,Youngberg Hill Vineyards,Jordan Block,US,McMinnville
33340,Apolloni,Estate,US,Willamette Valley
33341,Milbrandt,Traditions,US,Columbia Valley (WA)
33342,Antonio Cesar Cavalli,White Pearl,Argentina,Mendoza
33343,Bodegas Muriel,Vendimia Seleccionada Gran Reserva,Spain,Rioja
33344,Bourgeois Family,In Fine,France,Ventoux
33345,Viña Mayor,Secreto Reserva,Spain,Ribera del Duero
33346,Chateau Ste. Michelle,Indian Wells,US,Columbia Valley (WA)
33347,Covila,II Crianza,Spain,Rioja
33348,Jeriko,Reserve,US,Mendocino
33349,Le Grand Vallat,Gaïa,France,Ventoux
33350,Marques de Monistrol,Winemakers Select,Spain,Cava
33351,Martín Berdugo,Barrica,Spain,Ribera del Duero
33352,McCrea Cellars,Non Sequitur,US,Washington
33353,Museum,Real Reserva,Spain,Cigales
33354,Two Vintners,May's Discovery Vineyard,US,Horse Heaven Hills
33355,Valcantara,Old Vine,Spain,Cariñena
33356,Vega Sindoa,Garnacha,Spain,Navarra
33357,Henri Abele,Brut Rosé,France,Champagne
33358,Heron Hill,Semi-Dry,US,Finger Lakes
33359,Naia,Las Brisas,Spain,Rueda
33360,Occasio,Del Arroyo Vineyard,US,Livermore Valley
33361,Segura Viudas,Reserva Heredad Brut,Spain,Cava
33362,Sierra Starr,Phil's Selection,US,Sierra Foothills
33363,Six Mile Creek,Quintessence,US,New York
33364,Sumarroca,Estate Bottled,Spain,Penedès
33365,Damiani,Davis Vineyards,US,Finger Lakes
33366,Freixenet,Carta Nevada Semi Dry,Spain,Cava
33367,Juvé y Camps,Brut Gran Reserva,Spain,Cava
33368,Viña Cobos,Bramare Marchiori Vineyard,Argentina,Luján de Cuyo
33369,De Loach,Ritchie Vineyard Middle Reach,US,Russian River Valley
33370,De Loach,Stubbs Vineyard Petaluma Gap,US,Marin County
33371,Force Majeure,Estate Grown,US,Red Mountain
33372,Germano Ettore,Ceretta,Italy,Barolo
33373,Kaleidos,Praying Mantis,US,Paso Robles
33374,Michael Mondavi Family Estate,M by Michael Mondavi,US,Napa Valley
33375,Pellet Estate,Un-Oaked Sunchase Vineyard,US,Sonoma Coast
33376,Prim Family,Apex Vineyard,US,Santa Lucia Highland
33377,Proprietà Sperino,Uvaggio,Italy,Coste della Sesia
33378,Siduri,Pratt Vineyard Sexton Road,US,Russian River Valley
33379,Substance,Super Substance Me Northridge Viney,US,Wahluke Slope
33380,Trombetta,Indindoli Vineyard,US,Russian River Valley
33381,Yarra Yering,Underhill,Australia,Yarra Valley
33382,Anglim,St. Peter of Alcantara Vineyard,US,Paso Robles Willow C
33383,Arpepe,Grumello Buon Consiglio Riserva,Italy,Valtellina Superiore
33384,Bella,Block 10 Vineyard Series,US,Russian River Valley
33385,John Duval Wines,Entity,Australia,Barossa Valley
33386,Mauro Veglio,Gattera,Italy,Barolo
33387,Freixenet,Brut De Noirs,Spain,Penedès
33388,Domaine Saint Gregory,Reserve,US,Anderson Valley
33389,Chimere,Paragon Vineyard,US,Edna Valley
33390,Freixenet,Cordon Negro Brut,Spain,Penedès
33391,Vranken,Demoiselle Cuvée 21,France,Champagne
33392,Montaudon,Brut,France,Champagne
33393,Parxet,Brut,Spain,Penedès
33394,Laurent-Perrier,Cuvée Brut Rosé,France,Champagne
33395,Montaudon,Prestige Cuvée Classe M,France,Champagne
33396,Chehalem,Corral Creek Vyds,US,Willamette Valley
33397,Block Wines,Tauro Block Boushey Vineyard,US,Yakima Valley
33398,Bodegas Campante,Viña Reboreda,Spain,Ribeiro
33399,Brick & Mortar,Vin Rubis,US,Napa Valley
33400,Vigne Surrau,Barriu,Italy,Isola dei Nuraghi
33401,Wellington,Mohrhardt Ridge Vineyard,US,Sonoma County
33402,Winter's Hill,Block 9 Pommard,US,Dundee Hills
33403,Brimoncourt,Brut Rosé,France,Champagne
33404,Charlier & Fils,Brut Carte Noire,France,Champagne
33405,Château Ferry Lacombe,Mira,France,Mediterranée
33406,Cima Collina,Tondre Grapefield,US,Santa Lucia Highland
33407,DeLorimier,Crazy Creek Reserve,US,Alexander Valley
33408,Emerson,White,US,Willamette Valley
33409,Fattoria Paradiso,Vigna delle Lepri,Italy,Romagna
33410,Treos,Founders Choice Estate,US,Willamette Valley
33411,TruthTeller,The Cynic,US,Columbia Valley (WA)
33412,Vignerons des Terres Secrètes,Croix-Jarrier,France,Mâcon-Verze
33413,Abiqua Wind,Gloria Anne,US,Willamette Valley
33414,Château Saint Martin de la Garrigue,Cuvée Réservée,France,Vin de Pays des Cote
33415,Familia Schroeder,Saurus Patagonia,Argentina,Neuquén
33416,Trapiche,Oak Cask,Argentina,Mendoza
33417,Gilbert Cellars,Estate,US,Wahluke Slope
33418,Alamos,Selección,Argentina,Mendoza
33419,Callia,Alta,Argentina,Tulum Valley
33420,Château Giscours,Barrel sample,France,Margaux
33421,Château Lamothe Guignard,Barrel sample,France,Sauternes
33422,Château Cos d'Estournel,Barrel sample,France,Saint-Estèphe
33423,Château Langoa Barton,Barrel sample,France,Saint-Julien
33424,Château Clos Haut-Peyraguey,Barrel sample,France,Sauternes
33425,Château d'Armailhac,Barrel sample,France,Pauillac
33426,Château Doisy-Daëne,Barrel sample,France,Barsac
33427,Château Haut-Marbuzet,Barrel sample,France,Saint-Estèphe
33428,Château Smith Haut Lafitte,Barrel sample,France,Pessac-Léognan
33429,Château Troplong Mondot,Barrel sample,France,Saint-Émilion
33430,Château de Malle,Barrel sample,France,Sauternes
33431,Château Kirwan,Barrel sample,France,Margaux
33432,Château Malartic-Lagravière,Barrel sample,France,Pessac-Léognan
33433,Château Picque Caillou,Barrel sample,France,Pessac-Léognan
33434,Domaine de Chevalier,Barrel sample,France,Pessac-Léognan
33435,Château Lagrange,Barrel sample,France,Saint-Julien
33436,Château Smith Haut Lafitte,Barrel sample,France,Pessac-Léognan
33437,Château Talbot,Barrel sample,France,Saint-Julien
33438,Château Batailley,Barrel sample,France,Pauillac
33439,Château Malartic-Lagravière,Barrel sample,France,Pessac-Léognan
33440,Signé Vigneron,Château de Bagnols,France,Brouilly
33441,Stoller,SV Estate,US,Dundee Hills
33442,Watermill,Estate,US,Walla Walla Valley (
33443,Château de Cénac,Albatros,France,Lot
33444,Château du Cèdre,Cèdre Heritage,France,Cahors
33445,Château Laulerie,Le Raisin,France,Bergerac
33446,Clarksburg Wine Company,VS,US,Clarksburg
33447,Domaine Dupré,Haute Ronze,France,Régnié
33448,Erath,Quail Run,US,Southern Oregon
33449,Joseph Drouhin,Domaine Drouhin-Vaudon Vaudésir Gra,France,Chablis
33450,Buty,Sémillon/Sauvignon/Muscadelle,US,Columbia Valley (WA)
33451,Domaine Leflaive,Sous le Dos d'Ane Premier Cru,France,Meursault
33452,William Fèvre,Fourchaume Premier Cru,France,Chablis
33453,Col Solare,Component Collection,US,Red Mountain
33454,Domaine de Grange Neuve,La Fleur Lily,France,Monbazillac
33455,Domaine Nigri,Pierre de Lune,France,Jurançon Sec
33456,Dr. Konstantin Frank,Dry,US,Finger Lakes
33457,Dunham,XIX,US,Columbia Valley (WA)
33458,Elena Walch,Vigna Castel Ringberg Riserva,Italy,Alto Adige
33459,Expression 38,Gap's Crown Vineyard,US,Sonoma Coast
33460,Gabriel Meffre,Laurus,France,Côtes du Rhône
33461,I Stefanini,Monte de Toni,Italy,Soave Classico
33462,J Vineyards & Winery,Estate Grown,US,Russian River Valley
33463,Jaffurs,Thompson Vineyard,US,Santa Barbara County
33464,Amici,Olema,US,Sonoma County
33465,Del Carlo Winery,Home Ranch Teldeschi Vineyards Cent,US,Dry Creek Valley
33466,Famille Perrin,Les Christins,France,Vacqueyras
33467,St. Pauls,Passion Riserva,Italy,Alto Adige
33468,Talenti,Trentennale,Italy,Brunello di Montalci
33469,Barrage Cellars,Secret Weapon,US,Columbia Valley (WA)
33470,Boscarelli,Prugnolo,Italy,Rosso di Montepulcia
33471,Château Famaey,Fût de Chêne,France,Cahors
33472,Château Saint-Didier-Parnac,Prieuré de Cénac Mission,France,Cahors
33473,Comartin,Stone Row Zabala VIneyard,US,Arroyo Seco
33474,Anthony Nappa,Sciardonné,US,North Fork of Long I
33475,Domaine de Gensac,Piaffer,France,Gers
33476,Domaine Maby,La Fermade,France,Lirac
33477,Domaine Rolet Père et Fils,Brut Rosé,France,Crémant de Jura
33478,Gordon Estate,Estate Grown,US,Columbia Valley (WA)
33479,Grgich Hills,Estate Grown,US,Napa Valley
33480,Phantom Rivers,Still Waters Vineyard,US,Paso Robles
33481,Tenuta Il Faggeto,Lupaio,Italy,Rosso di Montepulcia
33482,Tsillan,Estate Sempre Amore,US,Lake Chelan
33483,Chateau Ste. Michelle,Indian Wells,US,Columbia Valley (WA)
33484,Domaine Dupré,Vignes de 1935,France,Morgon
33485,Justin,Justification,US,Paso Robles
33486,Juvé y Camps,Milesimé Brut Reserva,Spain,Cava
33487,Sweet Valley Wines,Double Barrel Red Blend,US,Walla Walla Valley (
33488,Andeluna,Winemaker's Selection,Argentina,Tupungato
33489,Domaine Luquet,Vers les Monts,France,Saint-Véran
33490,Jaffelin,Les Villages de Jaffelin,France,Mâcon-Péronne
33491,Joseph Drouhin,Laforet,France,Bourgogne
33492,Tortoise Creek,The Chelonian,US,Lodi
33493,Barboursville Vineyards,Reserve,US,Virginia
33494,Jérôme Gueneau,Domaine J. Gueneau,France,Sancerre
33495,Kriselle,Di'tani,US,Rogue Valley
33496,Les Vins Bréban,Alivetto,France,Ile de Beauté
33497,MandraRossa,Costa Dune,Italy,Sicilia
33498,Alfredo Roca,Fincas,Argentina,Mendoza
33499,Alpamanta,Breva,Argentina,Luján de Cuyo
33500,Andeluna,Pasionado,Argentina,Tupungato
33501,Antigal,Uno,Argentina,Mendoza
33502,Aymara,Reserva,Argentina,Mendoza
33503,Vignobles Despagne,Le Mythe d'Amphorie,France,Vin de France
33504,Vintage Cowboy,Estate,US,San Luis Obispo Coun
33505,Xavier Flouret,French Blonde,France,Sancerre
33506,Isabelle et Pierre Clément,Châtenoy,France,Menetou-Salon
33507,Ca' del Baio,Pora,Italy,Barbaresco
33508,Chateau de l'Oiselinière,Sur Lie,France,Muscadet Sèvre et Ma
33509,Chehalem,Stoller Vineyards,US,Dundee Hills
33510,Château Latour,Les Forts de Latour,France,Pauillac
33511,Château Margaux,Pavillon Rouge de Château Margaux,France,Margaux
33512,Château Margaux,Pavillon Blanc de Château Margaux,France,Bordeaux Blanc
33513,Garciarévalo,Tres Olmos,Spain,Rueda
33514,Chateau Ste. Michelle,Reserve,US,Columbia Valley (WA)
33515,Argyle,Reserve,US,Willamette Valley
33516,McCrea,Elerding Vineyard,US,Yakima Valley
33517,Frankland Estate,Isolation Ridge Vineyard,Australia,Western Australia
33518,Cerulean,Red Sky,US,Washington
33519,Cristom,Estate,US,Eola-Amity Hills
33520,Hiruzta,Txakolina Hondarribia,Spain,Getariako Txakolina
33521,Viña Cobos,Felino,Argentina,Mendoza
33522,Borgo Maragliano,La Caliera,Italy,Moscato d'Asti
33523,Franklin Tate,Tate,Australia,Margaret River
33524,Barone Cornacchia,Vigna Le Coste,Italy,Montepulciano d'Abru
33525,Bodegas Hnos. Pérez Pascuas,Viña Pedrosa La Navilla,Spain,Ribera del Duero
33526,Il Falchetto,Tenuta Del Fant,Italy,Moscato d'Asti
33527,Illuminati Dino,Illico,Italy,Montepulciano d'Abru
33528,Juvé y Camps,Brut Nature Gran Reserva Reserva de,Spain,Cava
33529,Kooyong,Clonale,Australia,Mornington Peninsula
33530,Finca Sophenia,Reserve,Argentina,Tupungato
33531,Gianni Gagliardo,Preve,Italy,Barolo
33532,Yalumba,FSW 8B Botrytis,Australia,Wrattonbully
33533,Cameron Hughes,Lot 531,US,Willamette Valley
33534,Ca'nova,San Quirico,Italy,Colline Novaresi
33535,Cantina Valle Tritana,Tritano,Italy,Montepulciano d'Abru
33536,De Loach,Heintz Vineyard,US,Green Valley
33537,Derby,Fifteen 10,US,Paso Robles
33538,Dierberg,Drum Canyon Vineyard Estate Grown,US,Sta. Rita Hills
33539,Domaine de la Mordorée,La Dame  Rousse,France,Lirac
33540,Domaine Serene,Côte Sud Vineyard,US,Dundee Hills
33541,Equinox,Bartolo,US,Santa Clara Valley
33542,Ernest,The Engineer Romanini Vineyard,US,Sonoma Coast
33543,Protos,Reserva,Spain,Ribera del Duero
33544,Ram's Gate,Parmalee-Hill Vineyard,US,Sonoma Coast
33545,Scott Paul,Pre,US,Dundee Hills
33546,Harrison Clarke,Cuvee Charlotte,US,Ballard Canyon
33547,Ridge,East Bench,US,Dry Creek Valley
33548,Tenuta San Leonardo,Vette,Italy,Vigneti delle Dolomi
33549,Archium,Faction,US,Santa Ynez Valley
33550,Convento de Las Claras,Heritage,Spain,Ribera del Duero
33551,Delas Frères,Haute Pierre,France,Châteauneuf-du-Pape
33552,Joseph Phelps,Estate Grown,US,St. Helena
33553,Mira,Hyde Vineyard,US,Napa Valley
33554,Ironstone,Reserve Old Vine,US,Lodi
33555,J. Rickards,Zanzi Curve Vines,US,Alexander Valley
33556,Baron Herzog,Old Vine,US,Lodi
33557,Gramercy,Lagniappe,US,Columbia Valley (WA)
33558,Domaine Perrot-Minot,Chambertin Clos de Bèze Grand Cru,France,Chambertin Clos de B
33559,Mark Ryan,Long Haul Merlot-Cabernet Franc-Mal,US,Red Mountain
33560,Lauren Ashton Cellars,Cuvée Arlette,US,Red Mountain
33561,Rutini,Trumpeter,Argentina,Mendoza
33562,Chanson Père et Fils,Clos des Mouches Premier Cru,France,Beaune
33563,Chehalem,Ridgecrest Vineyards Wind Ridge Blo,US,Ribbon Ridge
33564,Dierberg,Estate,US,Santa Maria Valley
33565,Domaine Carneros,The Famous Gate,US,Carneros
33566,Dominio Dostares,Cumal,Spain,Vino de la Tierra de
33567,La Bouvaude,Elégance,France,Côtes du Rhône
33568,WillaKenzie Estate,Gisèle,US,Willamette Valley
33569,Morro View Winery,Speizer Family Vineyard,US,Edna Valley
33570,Pine Ridge,Dijon Clones,US,Carneros-Napa Valley
33571,Ser,Coastview Vineyard,US,Monterey County
33572,Tenute Lunelli,Ziggurat,Italy,Montefalco Rosso
33573,Adelaida,Finder Estate,US,Paso Robles
33574,Ancient Oak Cellars,Tò Érgon Berger Vineyard,US,Sonoma Mountain
33575,Apolloni,L Cuvée,US,Willamette Valley
33576,Beresan,The Buzz Yellow Jacket Vineyard,US,Walla Walla Valley (
33577,Maurodos,San Román,Spain,Toro
33578,Gramona,III Lustros Gran Reserva,Spain,Cava
33579,Abad Dom Bueno,Roble,Spain,Bierzo
33580,Bodega Catena Zapata,Catena Alta Estate Rows,Argentina,Mendoza
33581,Sheldon,Deviant Velocity,US,Lodi
33582,Finca Sophenia,Reserve,Argentina,Tupungato
33583,Adamant Cellars,Bliss White Wine,US,Columbia Valley (WA)
33584,Conti di Sn Bonifacio,Docet,Italy,Toscana
33585,Eufloria,Aromatic Blend,US,Washington
33586,Eufloria,Aromatic,US,Washington
33587,Forgeron,Façon Blanc,US,Columbia Valley (WA)
33588,Georges Duboeuf,Domaine de Combiaty,France,Brouilly
33589,Georges Duboeuf,Flower Label,France,Juliénas
33590,Jarvis,Estate Grown Cave Fermented,US,Napa Valley
33591,Lornano,Commendator Enrico,Italy,Toscana
33592,Marchesi de' Frescobaldi,Lamaione,Italy,Toscana
33593,Novy,Papera Ranch,US,Russian River Valley
33594,Pietro Beconcini,Maurleo,Italy,Toscana
33595,Poggio Mandorlo,La Querce,Italy,Montecucco
33596,Priest Ranch,Coach Gun Estate Grown Proprietary,US,Napa Valley
33597,R2,Lennox,US,Russian River Valley
33598,Rideau,Thompson Vineyard,US,Santa Barbara County
33599,Sangervasio,A Sirio,Italy,Toscana
33600,Sequum,MIXT,US,Napa Valley
33601,Sobon Estate,Old Vine,US,Amador County
33602,Williams & Humbert,Jalifa Rare Old Dry Amontillado Age,Spain,Jerez
33603,Numanthia,Numanthia,Spain,Toro
33604,Dunham,Lewis Estate Vineyard,US,Columbia Valley (WA)
33605,Epiphany,Paradise Road Vineyard,US,Santa Barbara County
33606,Orlando Abrigo,Montersino,Italy,Barbaresco
33607,Château Bertinerie,Grande Cuvée,France,Blaye Côtes de Borde
33608,Château les Arromans,Cuvée Prestige,France,Bordeaux
33609,Château Sainte Barbe,Merlot de Château Sainte-Barbe ,France,Bordeaux
33610,Domaine Zind-Humbrecht,Terroir d'Alsace,France,Alsace
33611,Elyse,Le Corbeau Hudson Vineyard,US,Los Carneros
33612,Ghost Block,Estate,US,Oakville
33613,J. Rickards,Five Sisters Blend,US,Alexander Valley
33614,Savannah-Chanelle,Montmarte,US,Santa Cruz Mountains
33615,Summerwood,Diosa,US,Paso Robles
33616,Celler Bàrbara Forés,Blanc,Spain,Terra Alta
33617,Cembra,Vigna delle Forche,Italy,Trentino
33618,La Vis,Simboli,Italy,Trentino
33619,Willamette Valley Vineyards,Estate,US,Willamette Valley
33620,Yorba,Shake Ridge Vineyards,US,Amador County
33621,Domaine Matthias et Emile Roblin,Grande Côte de la Vallée,France,Sancerre
33622,Dürer-Weg,Trattmannhof,Italy,Alto Adige
33623,Emina,Selección Personal Carlos Moro,Spain,Rueda
33624,Michael David,Rapture,US,Lodi
33625,Peirano,The Heritage Collection,US,Lodi
33626,Pierre Qui Roule,Rolling Stone Grenache,France,Pays d'Oc
33627,Rex Hill,Seven Soils,US,Willamette Valley
33628,Bodegas Julián Chivite,Gran Feudo,Spain,Navarra
33629,Finca Las Moras,Reserve,Argentina,San Juan
33630,Marqués de Almonacid,Vendimia Seleccionada,Spain,Cariñena
33631,Finca El Origen,Malbec,Argentina,Mendoza
33632,Fox Run,Reserve,US,Finger Lakes
33633,Sierra Starr,Old Clone,US,Nevada County
33634,Argento,Cool Climate Selection,Argentina,Mendoza
33635,Bodega Cuarto Dominio,Lote 44,Argentina,Mendoza
33636,Bodegas Ontañón,Mediel,Spain,Navarra
33637,Bodegas Peñafiel,Miros de Ribera Crianza,Spain,Ribera del Duero
33638,Masia Puigmoltó,Emendis Trio Varietal Macabeo-Chard,Spain,Penedès
33639,Domaine Bernhard & Reibel,Vendanges Tardives,France,Alsace
33640,Domaine Zind-Humbrecht,Clos Jebsal,France,Alsace
33641,Domaine Ostertag,Fronholz,France,Alsace
33642,Trimbach,Réserve,France,Alsace
33643,Joseph Phelps,Pastorale Vineyard Estate Grown,US,Sonoma Coast
33644,Krupp Brothers,Stagecoach Vineyard The Doctor,US,Napa Valley
33645,Leon Beyer,Les Ecaillers,France,Alsace
33646,Rochioli,Estate Grown,US,Russian River Valley
33647,Silver Mountain,Tondre's Grapefield,US,Santa Lucia Highland
33648,Vega Sicilia,Valbuena 5,Spain,Ribera del Duero
33649,Cottonwood Canyon,Elizabeth's Vista Estate,US,Santa Maria Valley
33650,Elyse,Morisoli Vineyard,US,Rutherford
33651,Williams Selyem,San Benito County,US,Central Coast
33652,Alpha Omega,Proprietary,US,Napa Valley
33653,Matarromera,Gran Reserva,Spain,Ribera del Duero
33654,Occasio,Opportunity,US,Livermore Valley
33655,Trimbach,Réserve,France,Alsace
33656,Willm,Vendanges Tardives,France,Alsace
33657,Daou,Reserve,US,Paso Robles
33658,Alpha Omega,Sunshine Valley Vineyard,US,Oak Knoll District
33659,Domaine Rotier,Les Gravels,France,Gaillac
33660,Domaine Rotier,Les Gravels,France,Gaillac
33661,Donkey & Goat,Fenaughty Vineyard,US,El Dorado
33662,Eberle,Mill Road Vineyard,US,Paso Robles
33663,Fattoria Montellori,Salamartano,Italy,Toscana
33664,Les Vignobles Foncalieu,Bastide de Beauvert,France,Côtes du Rhône
33665,Paul Cheneau,Blanc de Blancs Brut Reserva,Spain,Cava
33666,Torrederos,Roble,Spain,Ribera del Duero
33667,Aljibes,Viña Aljibes Cabernet  Sauvignon-Sy,Spain,Vino de la Tierra de
33668,Chapillon,Secret Reserva Brut Nature,Spain,Cava
33669,Ibarra,La Presa Vineyard,US,Santa Ynez Valley
33670,Kaena,La Presa Vineyard,US,Santa Ynez Valley
33671,Leopoldo I di Toscana,D'Unico,Italy,Toscana
33672,Marchesi de' Frescobaldi,Terre More dell'Ammiraglia,Italy,Toscana
33673,Naggiar,Estate,US,Sierra Foothills
33674,Père Anselme,La Fiole,France,Côtes du Rhône
33675,Petra,Quercegobbe,Italy,Toscana
33676,Domaine de la Perruche,La Grande Cuvée,France,Saumur
33677,Domaine Jean Bousquet,Reserve,Argentina,Tupungato
33678,Fattoria Mantellassi,Riserva Le Sentinelle,Italy,Morellino di Scansan
33679,Frédéric Lornet,Vin de Paille,France,Côtes du Jura
33680,Al Zagal,Rey Zagal,Spain,Vino de la Tierra Al
33681,Andre et Mireille Tissot,La Mailloche,France,Arbois
33682,Horse & Plow,McFadden Farm,US,Mendocino
33683,Il Molino di Grace,Riserva,Italy,Chianti Classico
33684,Rocca delle Macìe,Tenuta Sant'Alfonso,Italy,Chianti Classico
33685,Stephane Tissot,Singulier,France,Arbois
33686,Henri Bourgeois,Les Baronnes,France,Sancerre
33687,La Castellina,Squarcialupi Riserva,Italy,Chianti Classico
33688,La Castellina,Tommaso Bojola Riserva,Italy,Chianti Classico
33689,Loacker,Valdifalco,Italy,Morellino di Scansan
33690,Marchesi de' Frescobaldi,Riserva Pietraregia dell'Ammiraglia,Italy,Morellino di Scansan
33691,Montecillo,Gran Reserva,Spain,Rioja
33692,Oak Knoll,Semi-Sweet,US,Oregon
33693,Prospect 772,The Instigator,US,California
33694,Bodegas Hidalgo,Oloroso Single Vintage Single Viney,Spain,Jerez
33695,Bodegas Hidalgo,Manzanilla Pasada Pastrana Single V,Spain,"Manzanilla-Sanlúcar "
33696,Clavo Cellars,Dreamer,US,Paso Robles
33697,Querceto di Castellina,Sei Gran Selezione,Italy,Chianti Classico
33698,Raventós I Blanc,de Nit,Spain,Penedès
33699,Va Piano,DuBrul Vineyard,US,Yakima Valley
33700,Williams Selyem,Weir Vineyard,US,Yorkville Highlands
33701,Tamarack Cellars,Sagemoor Vineyards Reserve,US,Columbia Valley (WA)
33702,Domaine de Fontavin,Cuvée Empire,France,Châteauneuf-du-Pape
33703,Di Arie,Estate Grown & Bottled,US,El Dorado
33704,Domaine des Tilleuls,Les Quatre Chanteaux Vieilles Vigne,France,Muscadet Sèvre et Ma
33705,Domaine Fouassier,Clos Paradis,France,Sancerre
33706,Domaine Huguenot,Champs-Perdrix,France,Marsannay
33707,Domaine Vacheron,Guigne-Chèvres,France,Sancerre
33708,Fess Parker,Ashley's,US,Sta. Rita Hills
33709,12 Linajes,Reserva,Spain,Ribera del Duero
33710,Joseph Mellot,Grande Cuvée des Edvins,France,Pouilly-Fumé
33711,Kerloo,Les Collines,US,Walla Walla Valley (
33712,MacRostie,Cummings Vineyard,US,Russian River Valley
33713,Marimar Estate,Dona Margarita Vineyard Chico's Run,US,Sonoma Coast
33714,Domaines Barons de Rothschild (Lafite),Réserve Spéciale,France,Bordeaux Blanc
33715,Castel Grisch,Reserve,US,Finger Lakes
33716,Marqués de Cáceres,Satinela Medium-Sweet,Spain,Rioja
33717,Baron Philippe de Rothschild,Mouton Cadet,France,Bordeaux Blanc
33718,David Hill,Unoaked Estate,US,Willamette Valley
33719,Tandem,Ars Mácula,Spain,Navarra
33720,Baron De Ley,Reserva,Spain,Rioja
33721,Chateau Auguste,Limited Edition,France,Bordeaux Supérieur
33722,Château Ducla,Experience,France,Bordeaux Blanc
33723,Gresser,Recumbent,US,Chehalem Mountains
33724,Casa Primicia,Gr,Spain,Rioja
33725,Inurrieta,Norte,Spain,Navarra
33726,Jacob's Creek,Reserve,Australia,Barossa
33727,Gaucho Club,Oak Cask,Argentina,Mendoza
33728,J. Christopher,Unfiltered,US,Willamette Valley
33729,Patton Valley,The Estate,US,Willamette Valley
33730,Producteurs Plaimont,Les Vignes Retrouvées,France,Saint-Mont
33731,Agricola Castellana,Inspiración Pampano,Spain,Rueda
33732,Bodegas Recuero,Sigilo MV,Spain,Vino de la Tierra de
33733,Two Vintners,Stone Tree Vineyard,US,Wahluke Slope
33734,Valley View,Anna Maria,US,Applegate Valley
33735,Domaine Christian Moreau Père et Fils,Valmur Grand Cru,France,Chablis
33736,Domaine Laroche,Les Bougerots Grand Cru,France,Chablis
33737,Domaine Jean-Paul et Benoît Droin,Montée de Tonnerre Premier Cru,France,Chablis
33738,Domaine Pinson,Mont de Milieu Premier Cru,France,Chablis
33739,Sandhi,Sanford & Benedict,US,Sta. Rita Hills
33740,Three Sticks,Bien Nacido Vineyard,US,Santa Maria Valley
33741,Trisaetum,Wichmann Dundee Estate,US,Dundee Hills
33742,Jasper Hill,Georgia's Paddock,Australia,Heathcote
33743,Massolino,Parafada,Italy,Barolo
33744,Paolo Scavino,Bric dël Fiasc,Italy,Barolo
33745,Joseph Drouhin,Drouhin-Vaudon Vaudésir Grand Cru,France,Chablis
33746,Capichera,Santigaini,Italy,Isola dei Nuraghi
33747,Capichera,VT,Italy,Isola dei Nuraghi
33748,Domaine Christian Moreau Père et Fils,Blanchots Grand Cru,France,Chablis
33749,Domaine Jean-Paul et Benoît Droin,Fourchaume Premier Cru,France,Chablis
33750,Domaine Jean-Paul et Benoît Droin,Mont de Milieu Premier Cru,France,Chablis
33751,Venge,Maldonado Vineyard Dijon Clones,US,Napa Valley
33752,Domaine Laroche,Les Fourchaumes Vieilles Vignes Pre,France,Chablis
33753,Domaine Laroche,Montmains Premier Cru,France,Chablis
33754,Domaine Pinson,Montmains Premier Cru,France,Chablis
33755,Albert Bichot,Domaine Long-Depaquit Les Clos Gran,France,Chablis
33756,Baker & Brain,Le Mistral,US,Monterey County
33757,Sandrone,Le Vigne,Italy,Barolo
